Date,Open,High,Low,Close
2015-01-02,26.07496452331543,26.16865348815918,26.49077033996582,26.133251190185547
2015-01-05,25.531414031982422,25.623151779174805,26.14472007751465,25.582763671875
2015-01-06,24.939672470092773,25.029281616210938,25.738086700439453,24.98390769958496
2015-01-07,24.896942138671875,24.986400604248047,25.29275894165039,24.914098739624023
2015-01-08,24.975444793701172,25.065183639526367,25.105073928833008,24.4827823638916
2015-01-09,24.652000427246094,24.740575790405273,25.176876068115234,24.671764373779297
2015-01-12,24.472139358520508,24.560070037841797,24.73090171813965,24.31125259399414
2015-01-13,24.652494430541992,24.741073608398438,25.080141067504883,24.552091598510742
2015-01-14,24.885515213012695,24.974931716918945,25.092607498168945,24.582508087158203
2015-01-15,24.931224822998047,25.02080535888672,25.214773178100586,24.819856643676758
2015-01-16,25.24374008178711,25.334444046020508,25.339929580688477,24.931549072265625
2015-01-20,25.18511390686035,25.275606155395508,25.554838180541992,25.23152732849121
2015-01-21,25.738601684570312,25.83108139038086,25.892911911010742,25.24070167541504
2015-01-22,26.550941467285156,26.64634132385254,26.74307632446289,25.913854598999023
2015-01-23,26.827186584472656,26.923580169677734,27.034276962280273,26.5770320892334
2015-01-26,26.59168243408203,26.68722915649414,26.876211166381836,26.41098976135254
2015-01-27,25.767913818359375,25.86050033569336,26.46234893798828,25.838560104370117
2015-01-28,25.339134216308594,25.4301815032959,26.077903747558594,25.4301815032959
2015-01-29,25.371929168701172,25.463090896606445,25.48453140258789,24.99138641357422
2015-01-30,26.557401657104492,26.65282440185547,26.919591903686523,25.705425262451172
2015-02-02,26.257307052612305,26.351652145385742,26.5770320892334,25.856510162353516
2015-02-03,26.295066833496094,26.38954734802246,26.59697723388672,26.091365814208984
2015-02-04,25.97311019897461,26.066434860229492,26.560678482055664,25.99213981628418
2015-02-05,26.212589263916016,26.306774139404297,26.352649688720703,26.03302574157715
2015-02-06,26.38251304626465,26.477306365966797,26.786457061767578,26.24843406677246
2015-02-09,26.22500991821289,26.31924057006836,26.527170181274414,26.228988647460938
2015-02-10,26.677637100219727,26.77349281311035,26.811389923095703,26.27386474609375
2015-02-11,26.629444122314453,26.725126266479492,26.848787307739258,26.59588050842285
2015-02-12,26.975248336791992,27.072172164916992,27.166414260864258,26.66045379638672
2015-02-13,27.27733039855957,27.375341415405273,27.420217514038086,27.08214569091797
2015-02-17,26.970779418945312,27.067686080932617,27.424705505371094,26.980424880981445
2015-02-18,26.814769744873047,26.911115646362305,27.1998233795166,26.80191421508789
2015-02-19,26.97226905822754,27.069181442260742,27.081148147583008,26.826847076416016
2015-02-20,26.777503967285156,26.87371826171875,27.113061904907227,26.71664810180664
2015-02-23,26.427724838256836,26.522682189941406,26.748512268066406,26.39802360534668
2015-02-24,26.635406494140625,26.731109619140625,26.766014099121094,26.34018325805664
2015-02-25,27.02195167541504,27.11904525756836,27.236223220825195,26.69894790649414
2015-02-26,27.598787307739258,27.697954177856445,27.730865478515625,27.000869750976562
2015-02-27,27.74386978149414,27.843555450439453,28.158191680908203,27.569307327270508
2015-03-02,28.386789321899414,28.488784790039062,28.529172897338867,27.861007690429688
2015-03-03,28.50106430053711,28.603469848632812,28.69072914123535,28.248443603515625
2015-03-04,28.487648010253906,28.59000587463379,28.776493072509766,28.32274055480957
2015-03-05,28.58502960205078,28.6877384185791,28.81638526916504,28.59200096130371
2015-03-06,28.205190658569336,28.306533813476562,28.75505256652832,28.26041030883789
2015-03-09,28.26307487487793,28.364625930786133,28.4354305267334,28.0996036529541
2015-03-10,27.575437545776367,27.67452049255371,28.165172576904297,27.660558700561523
2015-03-11,27.38514518737793,27.483543395996094,27.830591201782227,27.4586124420166
2015-03-12,27.60028076171875,27.699451446533203,27.742332458496094,27.447641372680664
2015-03-13,27.1933650970459,27.291072845458984,27.843555450439453,27.136497497558594
2015-03-16,27.550596237182617,27.649587631225586,27.766267776489258,27.225252151489258
2015-03-17,27.368253707885742,27.466590881347656,27.614185333251953,27.324979782104492
2015-03-18,27.798521041870117,27.898405075073242,27.91236686706543,27.275115966796875
