Date,Open,High,Low,Close
2015-01-02,24.347177505493164,27.332500457763672,27.860000610351562,26.837499618530273
2015-01-05,23.66126823425293,26.5625,27.162500381469727,26.352500915527344
2015-01-06,23.663494110107422,26.565000534057617,26.857500076293945,26.157499313354492
2015-01-07,23.995311737060547,26.9375,27.049999237060547,26.674999237060547
2015-01-08,24.917274475097656,27.97249984741211,28.037500381469727,27.174999237060547
2015-01-09,24.94399070739746,28.002500534057617,28.3125,27.552499771118164
2015-01-12,24.329355239868164,27.3125,28.157499313354492,27.200000762939453
2015-01-13,24.545366287231445,27.55500030517578,28.200000762939453,27.227500915527344
2015-01-14,24.45183753967285,27.450000762939453,27.622499465942383,27.125
2015-01-15,23.788204193115234,26.704999923706055,27.514999389648438,26.665000915527344
2015-01-16,23.603368759155273,26.497499465942383,26.895000457763672,26.299999237060547
2015-01-20,24.211326599121094,27.18000030517578,27.24250030517578,26.625
2015-01-21,24.396167755126953,27.387500762939453,27.764999389648438,27.0674991607666
2015-01-22,25.030845642089844,28.100000381469727,28.11750030517578,27.43000030517578
2015-01-23,25.16000747680664,28.2450008392334,28.4375,27.88249969482422
2015-01-26,25.186731338500977,28.274999618530273,28.59000015258789,28.200000762939453
2015-01-27,24.30486297607422,27.28499984741211,28.1200008392334,27.25749969482422
2015-01-28,25.67888641357422,28.827499389648438,29.530000686645508,28.827499389648438
2015-01-29,26.47835350036621,29.725000381469727,29.797500610351562,28.889999389648438
2015-01-30,26.090869903564453,29.290000915527344,30.0,29.212499618530273
2015-02-02,26.418228149414062,29.657499313354492,29.792499542236328,29.020000457763672
2015-02-03,26.42267608642578,29.662500381469727,29.772499084472656,29.40250015258789
2015-02-04,26.625329971313477,29.889999389648438,30.127500534057617,29.577499389648438
2015-02-05,26.815372467041016,29.985000610351562,30.0575008392334,29.8125
2015-02-06,26.58956527709961,29.732500076293945,30.0625,29.612499237060547
2015-02-09,26.76619529724121,29.93000030517578,29.959999084472656,29.607500076293945
2015-02-10,27.28040313720703,30.5049991607666,30.537500381469727,30.040000915527344
2015-02-11,27.919822692871094,31.219999313354492,31.229999542236328,30.625
2015-02-12,28.2730712890625,31.614999771118164,31.8700008392334,31.392499923706055
2015-02-13,28.411684036254883,31.770000457763672,31.81999969482422,31.412500381469727
2015-02-17,28.57935905456543,31.957500457763672,32.220001220703125,31.729999542236328
2015-02-18,28.77834129333496,32.18000030517578,32.19499969482422,31.862499237060547
2015-02-19,28.717981338500977,32.11249923706055,32.25749969482422,32.08250045776367
2015-02-20,28.952730178833008,32.375,32.375,32.01250076293945
2015-02-23,29.735244750976562,33.25,33.25,32.415000915527344
2015-02-24,29.54966926574707,33.04249954223633,33.400001525878906,32.79249954223633
2015-02-25,28.793996810913086,32.1974983215332,32.900001525878906,32.037498474121094
2015-02-26,29.15842056274414,32.60499954223633,32.717498779296875,31.65250015258789
2015-02-27,28.7202205657959,32.1150016784668,32.64250183105469,32.060001373291016
2015-03-02,28.861064910888672,32.272499084472656,32.56999969482422,32.07500076293945
2015-03-03,28.921436309814453,32.34000015258789,32.380001068115234,32.022499084472656
2015-03-04,28.73810386657715,32.1349983215332,32.38999938964844,32.08000183105469
2015-03-05,28.26188850402832,31.602500915527344,32.1875,31.440000534057617
2015-03-06,28.304367065429688,31.649999618530273,32.342498779296875,31.565000534057617
2015-03-09,28.42510223388672,31.78499984741211,32.39250183105469,31.264999389648438
2015-03-10,27.83710289001465,31.127500534057617,31.80500030517578,30.950000762939453
2015-03-11,27.32958984375,30.559999465942383,31.1924991607666,30.52750015258789
2015-03-12,27.82369041442871,31.112499237060547,31.225000381469727,30.407499313354492
2015-03-13,27.631420135498047,30.897499084472656,31.350000381469727,30.645000457763672
2015-03-16,27.935474395751953,31.237499237060547,31.237499237060547,30.717500686645508
2015-03-17,28.40274429321289,31.760000228881836,31.829999923706055,31.412500381469727
2015-03-18,28.722455978393555,32.11750030517578,32.290000915527344,31.592500686645508
2015-03-19,28.505578994750977,31.875,32.3125,31.850000381469727
2015-03-20,28.14787483215332,31.475000381469727,32.099998474121094,31.290000915527344
2015-03-23,28.44075584411621,31.802499771118164,31.962499618530273,31.6299991607666
2015-03-24,28.32448959350586,31.672500610351562,32.0099983215332,31.639999389648438
2015-03-25,27.584463119506836,30.844999313354492,31.704999923706055,30.844999313354492
2015-03-26,27.7767333984375,31.059999465942383,31.219999313354492,30.649999618530273
2015-03-27,27.555397033691406,30.8125,31.174999237060547,30.727500915527344
